"code","description","","price €"," DISCOUNTED PRICE","","QUANTITY"
"BC-EX250","NON RETENT. SHORT HAND DRIVER","PREMIUM IMPLANTS D.4.25-5.00MM","31.00","","",""
"BL-EX250","NON RETENT. LONG HAND DRIVER","PREMIUM IMPLANTS D.4.25-5.00MM","31.00","","",""
"EASY2-EX230-EX","RETENT.EASY INSERT HAND DRIVER","PREMIUM IMPLANTS D.3.30-3.80MM","42.50","","",""
"EASY2-EX250-EX","RETENT.EASY INSERT HAND DRIVER","PREMIUM IMPLANTS D.4.25-5.00MM","42.50","","",""
"EASYC2-EX230-CA","RETENT.SHORT R.A. EASY INSERT","DRIVER, PREMIUM D.3.30-3.80MM","64.00","","",""
"EASYC2-EX250-CA","RETENT.SHORT R.A. EASY INSERT","DRIVER, PREMIUM D.4.25-5.00MM","64.00","","",""
"EASYL2-EX230-CA","RETENT.LONG R.A. EASY INSERT","DRIVER, PREMIUM D.3.30-3.80MM","64.00","","",""
"EASYL2-EX250-CA","RETENT.LONG R.A. EASY INSERT","DRIVER, PREMIUM D.4.25-5.00MM","64.00","","",""
"HSM-20-CA","RIGHT ANGLE SCREWDRIVER FOR","FOR CONNECTING SCREWS","40.00","","",""
"HSM-20-DG","SHORT SURGIC. HAND SCREWDRIVER","FOR CONNECTING SCREWS","35.00","","",""
"HSM-20-EX","SHORT PROSTHETIC HAND","SCREWDRIVER FOR CONNECT.SCREWS","35.00","","",""
"HSML-20-DG","LONG SURGIC. HAND SCREWDRIVER","FOR CONNECTING SCREWS","35.00","","",""
"HSML-20-EX","LONG PROSTHETIC HAND","SCREWDRIVER FOR CONNECT.SCREWS","35.00","","",""
"HSMXL-20-EX","EXTRA LONG PROSTHETIC HAND","SCREWDRIVER FOR CONNECT.SCREWS","35.00","","",""
"HSMXS-20-DG","EXTRA SHORT SURGICAL HAND","SCREWDRIVER FOR CONNECT.SCREWS","35.00","","",""
"Final cylindrical drill, stop, bone profiler","","","","","",""
"A-PAD-PS330-L","PREMIUM BONE PROFILER","D.3.30 MM, LARGE","72.00","","",""
"A-PAD-PS330-S","PREMIUM BONE PROFILER","D.3,30 MM, SMALL","72.00","","",""
"A-PAD-PS380-L","PREMIUM BONE PROFILER","D.3.80 MM, LARGE","72.00","","",""
"A-PAD-PS380-S","PREMIUM BONE PROFILER","D.3,80 MM, SMALL","72.00","","",""
"A-PAD-PS425-L","PREMIUM BONE PROFILER","D.4,25 MM, LARGE","72.00","","",""
"A-PAD-PS425-S","PREMIUM BONE PROFILER","D.4,25 MM, SMALL","72.00","","",""
"A-PAD-PS500-L","PREMIUM BONE PROFILER","D.5,00 MM, LARGE","72.00","","",""
"A-PAD-PS500-S","PREMIUM BONE PROFILER","D.5,00 MM, SMALL","72.00","","",""
"FC-XS","COUNTERSINK DRILL  D.4.10 MM","PREMIUM SP, OUTLINK2","51.50","","",""
"FFS-300","FINAL CYLINDRICAL DRILL","FOR SHORTY IMP. D.3.00 MM","47.50","","",""
"FFS-340","FINAL CYLINDRICAL DRILL","FOR SHORTY IMP. D.3.40 MM","47.50","","",""
"FFS-425","FINAL CYLINDRICAL DRILL","FOR SHORTY IMP. D.4.25 MM","47.50","","",""
"FFS-540","FINAL CYLINDRICAL DRILL","FOR SHORTY IMP. D.5.40 MM","47.50","","",""
"FFT3-280-LXS","FINAL CYLINDRICAL DRILL","D.2.80 MM","51.50","","",""
"FFT3-300-LXS","FINAL CYLINDRICAL DRILL","D.3.00 MM","51.50","","",""
"FFT3-340-LXS","FINAL CYLINDRICAL DRILL","D.3.40 MM","51.50","","",""
"FFT3-425-LXS","FINAL CYLINDRICAL DRILL","D.4,25 MM","51.50","","",""
"FFT5-280-LXS","FINAL CILINDRICAL DRILL","D.2.80 MM","51.50","","",""
"FFT5-290-LXS","FINAL CILINDRICAL DRILL","D.2.90 MM","51.50","","",""
"FFT5-300-LXS","FINAL CILINDRICAL DRILL","D.3.00 MM","51.50","","",""
"FFT5-320-LXS","FINAL CILINDRICAL DRILL","D.3.20 MM","51.50","","",""
"FFT5-330-LXS","FINAL CILINDRICAL DRILL","D.3.30 MM","51.50","","",""
"FFT5-340-LXS","FINAL CILINDRICAL DRILL","D.3.40 MM","51.50","","",""
"FFT5-360-LXS","FINAL CILINDRICAL DRILL","D.3.60 MM","51.50","","",""
"FFT5-425-LXS","FINAL CILINDRICAL DRILL","D.4.25 MM","51.50","","",""
"FFT5-445-LXS","FINAL CILINDRICAL DRILL","D.4.45 MM","51.50","","",""
"FG-200/280XS","INTERMEDIATE DRILL ","D.2.00/2.80 MM","51.50","","",""
"FG-330/425XS","INTERMEDIATE DRILL","D.3.30/4.25 MM","51.50","","",""
"FGS-200/300","INTERMEDIATE DRILL","FOR SHORTY IMP. D.2.00/3.00 MM","47.50","","",""
"FGS-340/425","INTERMEDIATE DRILL","FOR SHORTY IMP. D.3.40/4.25 MM","47.50","","",""
"FGS-425/540","INTERMEDIATE DRILL","FOR SHORTY IMP. D.4.25/5.40 MM","47.50","","",""
"FPS-200","PILOT DRILL","FOR SHORTY IMP. D.2.00 MM","47.50","","",""
"FPT3-200-LXS","CYLINDRICAL PILOT DRILL","D.2.00 MM","51.50","","",""
"FPT5-200-LXS","CYLINDRICAL PILOT DRILL","D.2.00 MM, FOR DISTAL SECTOR","51.50","","",""
"FS-230","PRECISION DRILL","D.2.30 MM","27.50","","",""
"STOP3-200-070","STOP FOR CYLINDRICAL DRILL","D. 2.00 H.7 MM","21.00","","",""
"STOP3-200-085","STOP FOR CYLINDRICAL DRILL","D. 2.00 H.8.5 MM","21.00","","",""
"STOP3-200-100","STOP FOR CYLINDRICAL DRILL","D. 2.00 H.10 MM","21.00","","",""
"STOP3-200-115","STOP FOR CYLINDRICAL DRILL","D. 2.00 H.11.5 MM","21.00","","",""
"STOP3-200-130","STOP FOR CYLINDRICAL DRILL","D. 2.00 H.13 MM","21.00","","",""
"STOP3-200-150","STOP FOR CYLINDRICAL DRILL","D. 2.00 H.15 MM","21.00","","",""
"STOP3-280-070","STOP FOR CYLINDRICAL DRILL","D. 2.80 H.7 MM","21.00","","",""
"STOP3-280-085","STOP FOR CYLINDRICAL DRILL","D. 2.80 H.8.5 MM","21.00","","",""
"STOP3-280-100","STOP FOR CYLINDRICAL DRILL","D. 2.80 H.10 MM","21.00","","",""
"STOP3-280-115","STOP FOR CYLINDRICAL DRILL","D. 2.80 H.11.5 MM","21.00","","",""
"STOP3-280-130","STOP FOR CYLINDRICAL DRILL","D. 2.80 H.13 MM","21.00","","",""
"STOP3-280-150","STOP FOR CYLINDRICAL DRILL","D. 2.80 H.15 MM","21.00","","",""
"STOP3-300-070","STOP FOR CYLINDRICAL DRILL","D. 3.00 H.7 MM","21.00","","",""
"STOP3-300-085","STOP FOR CYLINDRICAL DRILL","D. 3.00 H.8.5 MM","21.00","","",""
"STOP3-300-100","STOP FOR CYLINDRICAL DRILL","D. 3.00 H.10 MM","21.00","","",""
"STOP3-300-115","STOP FOR CYLINDRICAL DRILL","D. 3.00 H.11.5 MM","21.00","","",""
"STOP3-300-130","STOP FOR CYLINDRICAL DRILL","D. 3.00 H.13 MM","21.00","","",""
"STOP3-300-150","STOP FOR CYLINDRICAL DRILL","D. 3.00 H.15 MM","21.00","","",""
"STOP3-340-070","STOP FOR CYLINDRICAL DRILL","D. 3.40 H.7 MM","21.00","","",""
"STOP3-340-085","STOP FOR CYLINDRICAL DRILL","D. 3.40 H.8.5 MM","21.00","","",""
"STOP3-340-100","STOP FOR CYLINDRICAL DRILL","D. 3.40 H.10 MM","21.00","","",""
"STOP3-340-115","STOP FOR CYLINDRICAL DRILL","D. 3.40 H.11.5 MM","21.00","","",""
"STOP3-340-130","STOP FOR CYLINDRICAL DRILL","D. 3.40 H.13 MM","21.00","","",""
"STOP3-340-150","STOP FOR CYLINDRICAL DRILL","D. 3.40 H.15 MM","21.00","","",""
"STOP3-425-070","STOP FOR CYLINDRICAL DRILL","D. 4.25 H.7 MM","21.00","","",""
"STOP3-425-085","STOP FOR CYLINDRICAL DRILL","D. 4.25 H.8.5 MM","21.00","","",""
"STOP3-425-100","STOP FOR CYLINDRICAL DRILL","D. 4.25 H.10 MM","21.00","","",""
"STOP3-425-115","STOP FOR CYLINDRICAL DRILL","D. 4.25 H.11.5 MM","21.00","","",""
"STOP3-425-130","STOP FOR CYLINDRICAL DRILL","D. 4.25 H.13 MM","21.00","","",""
"STOP3-425-150","STOP FOR CYLINDRICAL DRILL","D. 4.25 H.15 MM","21.00","","",""
"STOPS-200-050","STOP FOR SHORT DRILL","D. 2.00 H.5 MM","19.00","","",""
"STOPS-200-060","STOP FOR SHORT DRILL","D. 2.00 H.6 MM","19.00","","",""
"STOPS-200-070","STOP FOR SHORT DRILL","D. 2.00 H.7 MM","19.00","","",""
"STOPS-300-050","STOP FOR SHORT DRILL","D. 3.00 H.5 MM","19.00","","",""
"STOPS-300-060","STOP FOR SHORT DRILL","D. 3.00 H.6 MM","19.00","","",""
"STOPS-300-070","STOP FOR SHORT DRILL","D. 3.00 H.7 MM","19.00","","",""
"STOPS-340-050","STOP FOR SHORT DRILL","D. 3.40 H.5 MM","19.00","","",""
"STOPS-340-060","STOP FOR SHORT DRILL","D. 3.40 H.6 MM","19.00","","",""
"STOPS-340-070","STOP FOR SHORT DRILL","D. 3.40 H.7 MM","19.00","","",""
"STOPS-425-050","STOP FOR SHORT DRILL","D. 4.25 H.5 MM","19.00","","",""
"STOPS-425-060","STOP FOR SHORT DRILL","D. 4.25 H.6 MM","19.00","","",""
"STOPS-425-070","STOP FOR SHORT DRILL","D. 4.25 H.7 MM","19.00","","",""
"STOPS-540-050","STOP FOR SHORT DRILL","D. 5.40 H.5 MM","19.00","","",""
"STOPS-540-060","STOP FOR SHORT DRILL","D. 5.40 H.6 MM","19.00","","",""
"STOPS-540-070","STOP FOR SHORT DRILL","D. 5.40 H.7 MM","19.00","","",""
"Surgical and Prosthetic instrument tray","","","","","",""
"AONEBOX-KITB1","INSTRUMENTS TRAY","FOR ONEBOX KIT, PREMIUM","230.00","","",""
"A-T-TRAY","TRAY FOR TRY IN KIT","-","38.00","","",""
"GROMMET-3","SILICONE SUPPORT FOR SURGICAL","KIT (SIZE 3) SMALL HOLE","4.00","","",""
"GROMMET-4","SILICONE SUPPORT FOR SURGICAL","KIT (SIZE 4) MEDIUM HOLE","4.00","","",""
"GROMMET-5","SILICONE SUPPORT FOR SURGICAL","KIT (SIZE 5) BIG HOLE","4.00","","",""
"GROMMET-CA-1","SILICONE SUPPORT FOR SCREWKIT","MISE, SHELTA, SHORTY, ONEBOX","4.00","","",""
"GROMMET-CA-2","SILICONE SUPPORT FOR SCREWKIT","SHELTA, ONEBOX","4.00","","",""
"GSURGERYB1-TRAY","INSTRUMENT TRAY ECHOPLAN ","FOR GUIDED SURGERY","370.00","","",""
"PRE-KITB1","INSTRUMENTS TRAY","FOR PREMIUM IMPLANT SYSTEM","378.00","","",""
"PREKOH-KITB1","INSTRUMENTS TRAY","FOR PREMIUM SYSTEM","378.00","","",""
"SCREW-TRAYB1","PROSTHETIC INSTRUMENTS TRAY","","216.00","","",""
"SHORTY-KITA1","INSTRUMENTS TRAY","SHORTY DRILLINK KIT","216.00","","",""
"ZAGSURGERYB1","PREMIUM SURGICAL KIT ECHOPLAN","FOR GUIDED SURGERY","4,485.00","","",""
"ZAONEBOXD2","SURGICAL KIT ""ONEBOX""""","FOR PREMIUM IMPLANT SYSTEM","2,500.00","","",""
"ZPREMIUMD1","SURGICAL KIT","FOR PREMIUM IMPLANT SYSTEM","3,435.00","","",""
"ZSCREWB1","UNIVERSAL TRAY WITH PROSTHETIC","INSTRUMENTS","987.00","","",""
"ZSHORTYA1","SHORTY DRILLING KIT","WITH STOPS FOR SHORTY DRILLS","950.00","","",""
"X-Ray templates","","","","","",""
"A-L100","X-RAY TEMPLATES","REAL SIZE, FOR PREMIUM","9.50","","",""
"A-L120","X-RAY TEMPLATES","20% INCREASED SIZE, PREMIUM","9.50","","",""
"A-L130","X-RAY TEMPLATES","30% INCREASED SIZE, PREMIUM","9.50","","",""
"Hand bone tap","","","","","",""
"A-MS-330","HAND BONE TAP FOR PREMIUM","D.3.30 MM","85.50","","",""
"A-MS-330-CA","RIGHT ANGLE BONE TAP","FOR PREMIUM D.3.30 MM","115.50","","",""
"A-MS-380","HAND BONE TAP FOR PREMIUM","D.3.80 MM","85.50","","",""
"A-MS-380-CA","RIGHT ANGLE BONE TAP","FOR PREMIUM D.3.80 MM","115.50","","",""
"A-MS-425","HAND BONE TAP FOR PREMIUM","D.4.25 MM","85.50","","",""
"A-MS-425-CA","RIGHT ANGLE BONE TAP","FOR PREMIUM  D.4.25 MM","115.50","","",""
"A-MS-500","HAND BONE TAP FOR PREMIUM","D.5.00 MM","85.50","","",""
"A-MS-500-CA","RIGHT ANGLE BONE TAP","FOR PREMIUM  D.5.00 MM","115.50","","",""
"A-MSC-330","SHORT HAND BONE TAP","FOR PREMIUM D.3.30 MM","85.50","","",""
"A-MSC-380","SHORT HAND BONE TAP","FOR PREMIUM  D.3.80 MM","85.50","","",""
"A-MSC-425","SHORT HAND BONE TAP","FOR PREMIUM  D.4.25 MM","85.50","","",""
"A-MSC-500","SHORT HAND BONE TAP","FOR PREMIUM D.5.00 MM","85.50","","",""
"","","","","","",""
"SPECIAL DISCOUNT FOR ICE LTD","","","","","",""
"IMPLANTS SERIE PREMIUM AND PROSTHETIC PARTS","","","62% discount","","",""
"ZPREMIUMD1","SURGICAL KIT","FOR PREMIUM IMPLANT SYSTEM","800 euros net price","","",""
