"Year","Agent","Close Date","City","State","Zip Code","Volume / Loan Amount","Property Type","Lender","Gross Fee","Referral Fee","Income","PC Commission"
"","Advisor_9","11/20/2012","Oakland","CA","94610"," $ 1,250,000 ","Multifamily","Opus Bank"," $ 12,500.00 ","0"," $ 6,250.00 "," $ 6,250.00 "
"","Advisor_9","11/29/2012","Oakland","CA","94611"," $ 830,000 ","Multifamily","Chase"," $ 8,300.00 "," $ 1,660.00 "," $ 3,320.00 "," $ 3,320.00 "
"","Advisor_9","11/29/2012","Oakland","CA","94601"," $ 1,191,000 ","Multifamily","Greystone"," $ 8,337.00 "," $ 1,667.40 "," $ 3,334.80 "," $ 3,334.80 "
"","Advisor_9","11/29/2012","San Francisco","CA","94117"," $ 870,000 ","Multifamily","Opus Bank"," $ 6,090.00 "," $ 800.00 "," $ 2,645.00 "," $ 2,645.00 "
"","Advisor_9","11/30/2012","Oakland","CA","94606"," $ 1,162,000 ","Multifamily","Greystone"," $ 8,134.00 "," $ 1,315.44 "," $ 3,409.28 "," $ 3,409.28 "
"","Advisor_9","11/30/2012","San Jose","CA","95112"," $ 19,250 ","Multifamily","Opus Bank"," $ 19,250.00 "," $ 2,887.50 "," $ 8,181.25 "," $ 8,181.25 "
"","Advisor_8","11/30/2012","El Segundo","CA","90245"," $ 650,000 ","Multifamily","Chase"," $ 6,500.00 "," $ 1,300.00 "," $ 2,600.00 "," $ 2,600.00 "
"","Advisor_9","12/11/2012","San Leandro","CA","94577"," $ 910,000 ","Multifamily","Opus Bank"," $ 9,100.00 ","0"," $ 4,550.00 "," $ 4,550.00 "
"","Advisor_9","12/11/2012","Oakland","CA","94601"," $ 1,505,000 ","Multifamily","Opus Bank"," $ 15,050.00 ","0"," $ 7,525.00 "," $ 7,525.00 "
"","Advisor_5","12/11/2012","Garden Grove","CA","92841"," $ 1,575,000 ","Multifamily","Chase"," $ 12,600.00 ","0"," $ 6,300.00 "," $ 6,300.00 "
"","Advisor_5","12/12/2012","Oakland","CA","94606"," $ 360,000 ","Multifamily","Wells Fargo Bank"," $ 5,100.00 "," $ 720.00 "," $ 2,190.00 "," $ 2,190.00 "
"","Advisor_9","12/18/2012","Oakland","CA","94601"," $ 1,275,000 ","Multifamily","Greystone"," $ 8,925.00 "," $ 892.50 "," $ 4,016.25 "," $ 4,016.25 "
"","Advisor_9","12/20/2012","San Leandro","CA","94578"," $ 528,750 ","Multifamily","Chase"," $ 5,287.50 ",""," $ 2,643.75 "," $ 2,643.75 "
"","Advisor_9","12/21/2012","Redwood City","CA","94061"," $ 1,079,000 ","Multifamily","Chase"," $ 10,790.00 "," $ 2,158.00 "," $ 4,316.00 "," $ 4,316.00 "
"","Advisor_8","12/21/2012","Santa Rosa","CA","95409"," $ 1,245,000 ","Multifamily","Opus Bank"," $ 12,450.00 ",""," $ 6,225.00 "," $ 6,225.00 "
"","Advisor_9","12/27/2012","Berkeley","CA","94104"," $ 1,616,900 ","Multifamily","One United Bank"," $ 32,338.00 "," $ 3,233.80 "," $ 14,552.10 "," $ 14,552.10 "
"","Advisor_9","12/27/2012","Berkeley","CA","94704"," $ 1,272,000 ","Multifamily","One United Bank"," $ 25,440.00 "," $ 2,544.00 "," $ 11,448.00 "," $ 11,448.00 "
"","Advisor_9","12/27/2012","Oakland","CA","94610"," $ 2,500,000 ","Office","First Republic"," $ 15,000.00 ",""," $ 7,500.00 "," $ 7,500.00 "
"","Advisor_8","12/27/2012","Los Angeles","CA","91343"," $ 7,124,000 ","Multifamily","Opus Bank"," $ 56,970.00 "," $ 11,394.00 "," $ 22,788.00 "," $ 22,788.00 "
"","Advisor_5","12/28/2012","Menlo Park","CA","94025"," $ 895,000 ","Multifamily","Opus Bank"," $ 4,475.00 ",""," $ 2,237.50 "," $ 2,237.50 "
"","Advisor_5","12/28/2012","Oakland","CA","94605"," $ 910,000 ","Multifamily","Umpqua Bank"," $ 6,825.00 ",""," $ 3,412.50 "," $ 3,412.50 "
"","Advisor_9","12/28/2012","Oakland","CA","94602"," $ 530,000 ","Multifamily","Opus Bank"," $ 5,300.00 ",""," $ 2,650.00 "," $ 2,650.00 "
"","Advisor_8","12/28/2012","Seattle","WA","98104"," $ 5,700,000 ","Multifamily","JPMorgan Chase Bank"," $ 57,000.00 "," $ 14,250.00 "," $ 21,375.00 "," $ 21,375.00 "
"","Advisor_9","12/28/2012","Antioch","CA","94509"," $ 976,500 ","Multifamily","First Foundation Bank"," $ 5,118.75 ",""," $ 2,559.38 "," $ 2,559.38 "
"","Advisor_9","01/30/2012","San Francisco","CA","94133"," $ 2,450,000 ","SRO","Bank of Guam"," $ 28,583.34 "," $ 4,593.75 "," $ 11,994.80 "," $ 11,994.80 "
"2013","Advisor_9","01/11/2013","Oakland","CA ","94602"," $ 855,000 ","Multifamily","Chase"," $ 8,550.00 "," $ 1,710.00 "," $ 3,420.00 "," $ 3,420.00 "
"","Advisor_9","01/17/2013","Oakland","CA","94601"," $ 800,000 ","Retail","Exchange Bank"," $ 8,000.00 ","0"," $ 4,000.00 "," $ 4,000.00 "
"","Advisor_9","01/18/2013","Oakland","CA","94601"," $ 2,361,000 ","Multifamily","Greystone"," $ 16,527.00 "," $ 3,305.40 "," $ 6,610.80 "," $ 6,610.80 "
"","Advisor_5","01/23/2013","San Francisco","CA","94102"," $ 395,000 ","Mixed Use","Exchange Bank"," $ 5,450.00 "," $ 545.00 "," $ 2,452.50 "," $ 2,452.50 "
"","Advisor_5","01/23/2013","San Diego","CA","92105"," $ 1,095,000 ","Multifamily","Opus Bank"," $ 10,950.00 ","0"," $ 5,475.00 "," $ 5,475.00 "
"","Advisor_5","01/23/2013","San Diego","CA","92115"," $ 960,000 ","Multifamily","Opus Bank"," $ 9,600.00 ","0"," $ 4,800.00 "," $ 4,800.00 "
"","Advisor_9","01/24/2013","Culver City","CA","90066"," $ 1,100,000 ","Multifamily","JPMorgan Chase Bank"," $ 11,000.00 ","0"," $ 5,500.00 "," $ 5,500.00 "
"","Advisor_5","01/24/2013","San Jose","CA","95110"," $ 620,000 ","Multifamily","Opus Bank"," $ 6,200.00 "," $ 1,240.00 "," $ 2,480.00 "," $ 2,480.00 "
"","Advisor_5","01/24/2013","San Francisco","CA","94117"," $ 1,000,000 ","Multifamily","Sterling Bank"," $ 10,000.00 ","0"," $ 5,000.00 "," $ 5,000.00 "
"","Advisor_9","01/25/2013","Oakland","CA","94605"," $ 500,000 ","Multifamily","Umpqua Bank"," $ 5,000.00 ","0"," $ 2,500.00 "," $ 2,500.00 "
"","Advisor_9","02/06/2013","San Francisco","CA","94102"," $ 1,650,000 ","Mixed Use","Bank of Guam"," $ 15,125.00 "," $ 1,525.00 "," $ 6,800.00 "," $ 6,800.00 "
"","Advisor_9","02/06/2013","Napa","CA","94559"," $ 1,700,000 ","Mixed Use","Bank of Guam"," $ 15,583.34 "," $ 1,525.00 "," $ 7,029.17 "," $ 7,029.17 "
"","Advisor_5","02/07/2013","Oakland","CA","94610"," $ 500,000 ","","Exchange Bank"," $ 5,000.00 "," $ 500.00 "," $ 2,000.00 "," $ 2,500.00 "
"","Advisor_9","02/14/2013","Oakland","CA","94601"," $ 475,000 ","Multifamily","Opus Bank"," $ 4,750.00 ","0"," $ 2,375.00 "," $ 2,375.00 "
"","Advisor_9","02/14/2013","Oakland","CA ","94601"," $ 510,000 ","Multifamily","Opus Bank"," $ 5,100.00 "," $ 1,020.00 "," $ 2,040.00 "," $ 2,040.00 "
"","Advisor_9","02/15/2013","San Francisco","CA ","94109"," $ 2,150,000 ","Mixed Use","First Republic"," $ 10,750.00 "," $ 2,150.00 "," $ 4,300.00 "," $ 4,300.00 "
"","Advisor_8","02/19/2013","Chattanooga","TN","37145"," $ 1,865,000 ","Multifamily","Arbor Commercial Mortgage"," $ 27,975.00 "," $ 13,055.00 "," $ 8,952.00 "," $ 5,968.00 "
"","Advisor_9","02/28/2013","Berkeley","CA","94701"," $ 836,250 ","Multifamily","Security Financial"," $ 5,853.75 ","0"," $ 2,926.88 "," $ 2,926.88 "
"","Advisor_5","02/28/2013","San Mateo","CA","94403"," $ 775,000 ","Multifamily","Opus Bank"," $ 7,750.00 "," $ 1,550.00 ","#REF!"," $ 3,100.00 "
"","Advisor_9","03/04/2013","San Rafael","CA","94901"," $ 810,000 ","Multifamily","Sterling Bank"," $ 8,100.00 "," $ 1,620.00 "," $ 3,240.00 "," $ 3,240.00 "
"","Advisor_9","03/07/2013","San Francisco","CA","94107"," $ 1,100,000 ","Retail","Redwood Credit Union "," $ 12,800.00 ","0"," $ 6,400.00 "," $ 6,400.00 "
"","Advisor_9","03/15/2013","Oakland","CA","94606"," $ 2,340,000 ","Multifamily","Greystone"," $ 16,380.00 "," $ 1,810.00 "," $ 7,285.00 "," $ 7,285.00 "
"","Advisor_9","03/22/2013","Oakland","CA","94602"," $ 533,512 ","Multifamily","Chase"," $ 4,801.60 "," $ 960.32 ","#REF!"," $ 1,920.64 "
"","Advisor_9","03/26/2013","San Francisco","CA","94123"," $ 1,440,000 ","Multifamily","Sterling "," $ 13,483.00 "," $ 2,696.00 ","#REF!"," $ 5,393.50 "
"","Advisor_9","03/26/2013","San Francisco","CA","94123"," $ 1,440,000 ","Multifamily","Sterling"," $ 13,483.00 "," $ 2,696.60 ","#REF!"," $ 5,393.20 "
"","Advisor_9","03/26/2013","San Francisco","CA","94123"," $ 1,680,000 ","Multifamily","Sterling"," $ 15,884.00 "," $ 3,176.80 ","#REF!"," $ 6,353.60 "
"","Advisor_9","03/26/2013","Livermore","CA","94551"," $ 1,665,000 ","R&D Flex","Keypoint Credit Union"," $ 7,325.00 ","0","#REF!"," $ 3,662.50 "
"","Advisor_9","03/29/2013","Oakland","CA","94619"," $ 772,500 ","Multifamily","Sterling Bank"," $ 7,725.00 ","0","#REF!"," $ 3,862.50 "
"","Advisor_9","03/29/2013","San Francisco","CA","94107"," $ 1,248,000 ","Multifamily","Union Bank"," $ 16,224.00 ","0","#REF!"," $ 8,112.00 "
"","Advisor_9","03/29/2013","Anaheim","CA","92801"," $ 7,350,000 ","Multifamily","JPMorgan Chase Bank"," $ 20,187.50 ","0","#REF!"," $ 10,093.75 "
"","Advisor_9","03/29/2013","Anaheim","CA","92801"," $ 1,575,000 ","Multifamily","JPMorgan Chase Bank"," $ 6,018.00 ","0","#REF!"," $ 3,009.00 "
"","Advisor_9","04/09/2013","Concord","CA","94520"," $ 540,000 ","Multifamily","JPMorgan Chase Bank"," $ 6,195.00 ","0","#REF!"," $ 3,097.50 "
"","Advisor_9","04/10/2013","Hayward","CA","94541"," $ 945,000 ","Multifamily","JPMorgan Chase Bank"," $ 8,450.00 ","0","#REF!"," $ 4,225.00 "
"","Advisor_5","04/11/2013","Menlo Park","CA","94025"," $ 565,000 ","Multifamily","JPMorgan Chase Bank"," $ 6,400.00 ","0","#REF!"," $ 3,200.00 "
"","Advisor_9","04/12/2013","Oakland","CA","94611"," $ 420,000 ","Multifamily","Loan Oak Fund"," $ 5,350.00 ","0","#REF!"," $ 2,675.00 "
"","Advisor_8","04/19/2013","Hawthorne","CA","90250"," $ 665,000 ","Multifamily","First Foundation Bank"," $ 6,650.00 ","0","#REF!"," $ 3,325.00 "
"","Advisor_9","04/25/2013","Gilroy","CA ","95020"," $ 500,000 ","Multifamily","Umpqua Bank"," $ 5,000.00 ","","#REF!"," $ 2,500.00 "
"","Advisor_9","05/01/2013","Oakland","CA","94605"," $ 500,000 ","Multifamily","Opus Bank"," $ 3,750.00 ","","#REF!"," $ 1,875.00 "
"","Advisor_9","05/07/2013","Sonoma","CA","95476"," $ 2,875,000 ","Multifamily","Sterling Bank"," $ 30,500.00 "," $ 4,750.00 ","#REF!"," $ 12,875.00 "
"","Advisor_9","05/08/2013","San Rafael","CA","94901"," $ 4,980,000 ","Multifamily","JPMorgan Chase Bank"," $ 51,050.00 "," $ 9,960.00 ","#REF!"," $ 20,545.00 "
"","Advisor_9","05/14/2013","Oakland","CA ","94606"," $ 2,550,000 ","Multifamily","Sterling Bank"," $ 15,937.50 "," $ 4,287.00 "," $ 5,533.99 "," $ 5,825.25 "
"","Advisor_9","05/14/2013","Oakland","CA ","94606"," $ 1,465,000 ","Multifamily","Sterling Bank"," $ 9,156.25 ",""," $ 4,349.22 "," $ 4,578.13 "
"","Advisor_9","05/14/2013","Oakland","CA ","94606"," $ 1,800,000 ","Multifamily","Sterling Bank"," $ 11,250.00 ",""," $ 5,343.75 "," $ 5,625.00 "
"","Advisor_9","05/14/2013","Oakland","CA ","94606"," $ 1,162,500 ","Multifamily","Sterling Bank"," $ 7,625.63 ",""," $ 3,622.17 "," $ 3,812.82 "
"","Advisor_9","05/16/2013","Menlo Park","CA","94025"," $ 3,400,000 ","Health Care","Bank of Guam"," $ 34,000.00 "," $ 2,175.00 "," $ 15,116.88 "," $ 15,912.50 "
"","Advisor_9","05/17/2013","San Bruno","CA","94066"," $ 1,380,000 ","Multifamily","Opus Bank"," $ 13,800.00 ",""," $ 6,555.00 "," $ 6,900.00 "
"","Advisor_9","05/23/2013","San Jose","CA","95112"," $ 750,000 ","Multifamily","JPMorgan Chase Bank"," $ 6,375.00 ",""," $ 3,028.13 "," $ 3,187.50 "
"","Advisor_9","05/30/2013","Oakland","CA","94602"," $ 570,000 ","Multifamily","JPMorgan Chase Bank"," $ 5,700.00 ",""," $ 2,707.50 "," $ 2,850.00 "
"","Advisor_9","05/31/2013","Castro Valley","CA","94546"," $ 628,000 ","Multifamily","JPMorgan Chase Bank"," $ 7,075.00 "," $ 1,415.00 "," $ 2,688.50 "," $ 2,830.00 "
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
